lp,kto,ord,kompozytor,dyrygent,orkiestra,soliści,co,data nagrania,data wydania,wytwórnia,część,uwagi,typ,genre,medium
1446,Antonin Dvorak,Dvorak Antonin,Antonin Dvorak,Zdenek Kosler,Slovak Philharmonic Orchestra  / Slovak Chamber Orchestra,Bohdan Warchal,"Symfonia 9; „The Noon Witch” symphonic poem, op.118; symfonia 8 G-Dur / Serenade For Strings, Op.22",,1995,OPUS,2,,klasyka,classics,CD
1447,Antonin Dvorak,Dvorak Antonin,Antonin Dvorak,Zdenek Kosler,Slovak Philharmonic Orchestra  / Slovak Chamber Orchestra,Pavol Prochazka,Requiem op.89,,,,1,,klasyka,classics,CD
1448,Antonin Dvorak,Dvorak Antonin,Antonin Dvorak,Zdenek Kosler,Slovak Philharmonic Orchestra  / Slovak Chamber Orchestra,Pavol Prochazka,Requiem op.89,,,,2,,klasyka,classics,CD
1449,,Flute: The Virtuoso Flute,"Quantz, Frederic the Great, Vivaldi",,,Jean-Pierre Rampal i in.,Flute Concertos (The Golden Baroque),,1996,Philips,,,klasyka,classics,CD
1450,Wilhelm Furtwangler,Furtwangler,Johannes Brahms,Wilhelm Furtwangler,Wiener Philharmoniker,,"Variations on a theme by Haydn op.56a, Symphony No.1 in C minor, op.68",1952.47,1998,Testament – licence from EMI,,,klasyka,classics,CD
1451,Wilhelm Furtwangler,Furtwangler,"Czajkowski, Sibelius",Wilhelm Furtwangler,Berliner Philharmoniker,,"Czajkowski, Symphony N. 6 in B minor op.74 “Pathetique” / Sibelius, En Saga (Symphonic Poem)",1938.43,1995,Fono,,,klasyka,classics,CD
1452,Wilhelm Furtwangler,Furtwangler,"Schubert, Ravel",Wilhelm Furtwangler,Berliner Philharmoniker,,"Schubert, Symphony no. 9 “The Great” / Ravel, Daphnis et Chloe, Suite no. 2",1944,,Selles,,,klasyka,classics,CD
1453,Philip Glass,Glass Philip,Philip Glass,Takuo Yuasa,Ulster Orchestra,Adele Anthony,Violin Concerto / Prelude and Dance from Akhnaten / Company,1999,,NAXOS,,,klasyka,classics,CD
1454,Philip Glass,Glass Philip,"Philip Glass, David Bowie, Brian Eno",Dennis Russell Davies,The American Composers Orchestra,,"""Heroes"" Symphony",,1996,Point,,,klasyka,classics,CD
1455,Glenn Gould,Gould Glenn,Jan Sebastian Bach,,,Glenn Gould,A State Of Wonder. The complete Goldberg Variations 1955 & 1981 ,1955.81,2002,SONY,1,,klasyka,classics,CD
1456,Glenn Gould,Gould Glenn,Jan Sebastian Bach,,,Glenn Gould,A State Of Wonder. The complete Goldberg Variations 1955 & 1981 ,1955.81,2002,SONY,2,,klasyka,classics,CD
1457,Glenn Gould,Gould Glenn,Jan Sebastian Bach,,,Glenn Gould,A State Of Wonder. The complete Goldberg Variations 1955 & 1981 ,1955.81,2002,SONY,3,,klasyka,classics,CD
1458,Henryk Górecki,Górecki Henryk,Henryk Górecki,Antoni Wit,NOSPR,Zofia Kilanowicz,Symphony no. 3; 3 Olden Style Pieces,1993,1994,NAXOS,,,klasyka,classics,CD
1459,Ida Haendel,Haendel Ida,"Bartok, Szymanowski, Enescu",,,"Ida Haendel, Vladimir Ashkenazy","Bartok, Szymanowski, Enescu",,2000,Decca,1,,klasyka,classics,CD
1460,Ida Haendel,Haendel Ida,various,,,Ida Haendel,Decca recordings 1940-47,,2000,Decca,2,,klasyka,classics,CD
1461,Georg Friderch Handel,Handel Georg Friderch,Georg Friderch Handel,Karl Richter,London Philharmonic Orchestra / John Alldis Choir,,Messiah,,1973,Deutsche Grammophon,1,,klasyka,classics,CD
1462,Georg Friderch Handel,Handel Georg Friderch,Georg Friderch Handel,Karl Richter,London Philharmonic Orchestra / John Alldis Choir,,Messiah,,1973,Deutsche Grammophon,2,,klasyka,classics,CD
1463,Georg Friderch Handel,Handel Georg Friderc,Georg Friderch Handel,,,"Andrei Gavrilov, Sviatoslav Richter",Keyboard Suites I (1-4),1982,1996,EMI,1,,klasyka,classics,CD
1464,Georg Friderch Handel,Handel Georg Friderc,Georg Friderch Handel,,,"Andrei Gavrilov, Sviatoslav Richter",Keyboard Suites I (5-8),1982,1996,EMI,2,,klasyka,classics,CD
1465,Georg Friderch Handel,Handel Georg Friderc,Georg Friderch Handel,Fritz Lehmann,Berliner Philharmoniker,,"Wassermusik,Feuerwerkmusik HWV 348,351",1952.53,,DG,,,klasyka,classics,CD
1466,Georg Friderch Handel,Handel Georg Friderc,Georg Friderch Handel,Marc Minkowski,Les Musiciens Du Louvre,Massis / Magdalena Kozena,Dixit Dominus / Salve Regina etc.,,1999,DG,,,klasyka,classics,CD
1467,,Haydn,"Haydn, Beethoven, Schubert",,,"Jacques Thibaud, Pablo Casals, Alfred Cortot",różne,1926.27,2002,NAXOS,,,klasyka,classics,CD
1468,Jasha Heifetz,Heifetz,various,,,Heifetz 1935-1939,Collection Vol. 4,,1994,BMG - RCA,1,,klasyka,classics,CD
1469,Jasha Heifetz,Heifetz,Heifetz 1935-1939,,,,Collection Vol. 4,,1994,BMG - RCA,2,,klasyka,classics,CD
1470,Jasha Heifetz,Heifetz,Beethoven,,,Jasha Heifetz,Collection Vol. 16: Violin Sonatas,,1994,BMG - RCA,1,,klasyka,classics,CD
1471,Jasha Heifetz,Heifetz,Beethoven,,,Jasha Heifetz,Collection Vol. 16: Violin Sonatas,,1994,BMG - RCA,2,,klasyka,classics,CD
1472,Jasha Heifetz,Heifetz,Beethoven,,,Jasha Heifetz,Collection Vol. 16: Violin Sonatas,,1994,BMG - RCA,3,,klasyka,classics,CD
1473,Jasha Heifetz,Heifetz,Brahms,,,Jasha Heifetz,Collection Vol. 32: Trio i in.,,1994,BMG - RCA,,,klasyka,classics,CD
1474,Jasha Heifetz,Heifetz,"Dvorak, Brahms",,,Jasha Heifetz,"Collection Vol. 41: Dvorak, Quintet op.81; Brahms, Sextet op.36",,1994,BMG - RCA,,,klasyka,classics,CD
1475,Jasha Heifetz,Heifetz,"Franck, Stauss",,,Jasha Heifetz,"Collection Vol. 46: The Final Recital (Franck, Stauss – sonatas)",1972,1994,BMG - RCA,1,lost,klasyka,classics,CD
1476,Jasha Heifetz,Heifetz,"Franck, Stauss",,,Jasha Heifetz,"Collection Vol. 46: The Final Recital (Franck, Stauss – sonatas)",1972,1994,BMG - RCA,2,lost,klasyka,classics,CD
1477,Jasha Heifetz,Heifetz,"Brahms, Mozart, Bach",,,Jasha Heifetz,Double Concertos,1956/60/61,1995,BMG - RCA,,,klasyka,classics,CD
1478,Jasha Heifetz,Heifetz,"Czajkowski, Wieniawski, Sibelius","John Barbirolli (x2), Thomas Beecham",London Philharmonic Orchestra,Jasha Heifetz,"Violin Concertos (D-dur op.35, No.2 d-moll op.22, d-moll op.47)",1935.37,2000,NAXOS,,,klasyka,classics,CD
1479,Jasha Heifetz,Heifetz,Czajkowski / Wieniawski ,John Barbirolli,London Philharmonic Orchestra,Jasha Heifetz,Violin Concertos,,2001,Allegro,,,klasyka,classics,CD
1480,Vladimir Horowitz,Horowitz,"Brahms (+ Schubert, Liszt)",Arturo Toscanini,,Vladimir Horowitz,Piano Concerto No. 2 op.83,1940/47/51/53,1991,BMG - RCA,,,klasyka,classics,CD
1481,Vladimir Horowitz,Horowitz,various,,,Vladimir Horowitz,Encores / Zugaben / Bis,1942-80,1990,BMG - RCA,,,klasyka,classics,CD
1482,Vladimir Horowitz,Horowitz,"Chopin, Liszt",,,Vladimir Horowitz,Magic Talent,1932.36,1996,Promo Sound,,,klasyka,classics,CD
1483,Vladimir Horowitz,Horowitz,Rachmaninoff,Fritz Reiner,RCA Victor symphony Orchestra,Vladimir Horowitz,"Sonata 2,op.36 Concerto 3, op.30 i in.","1951, 1980, 1977",1989,BMG - RCA,,,klasyka,classics,CD
1484,Vladimir Horowitz,Horowitz,Rachmaninoff,Eugene Ormandy,New York Philharmonic,Vladimir Horowitz,Piano Concerto No. 3 op.30,1978,1993,BMG - RCA,,,klasyka,classics,CD
1485,Vladimir Horowitz,Horowitz,Mussorgsky,,,Vladimir Horowitz,Pictures at an Exhibition + Horowitz / Prokofiev / Rachmaninoff / Scriabin / Sousa / Czajkowski,"1947, 1928-79",1992,BMG - RCA,,,klasyka,classics,CD
1486,Vladimir Horowitz,Horowitz,various,,,Vladimir Horowitz,"The Historic Return; Carnagie Hall 1965, The 1966 Concerts",1965.66,1993,SONY,1,,klasyka,classics,CD
1487,Vladimir Horowitz,Horowitz,various,,,Vladimir Horowitz,"The Historic Return; Carnagie Hall 1965, The 1966 Concerts",1965.66,1993,SONY,2,,klasyka,classics,CD
1488,Vladimir Horowitz,Horowitz,various,,,Vladimir Horowitz,"The Historic Return; Carnagie Hall 1965, The 1966 Concerts",1965.66,1993,SONY,3,,klasyka,classics,CD
1489,Vladimir Horowitz,Horowitz,"Rachmaninov, Scriabin, Medtner",,,Vladimir Horowitz,Late Russian Romantics,1967-72,1993,SONY,,,klasyka,classics,CD
1490,Jordi Savall,Istanbul,Dimitrie Cantemir,Jordi Savall,Hesperion XXI,,Istanbul,2009,2009,AliaVox,,,klasyka,classics,CD
1491,Gidon Kremer,Kremer Gidon,Part / Glass / Martinov,Gidon Kremer,Kremerata Baltica,Gidon Kremer,Silencio (Part / Glass / Martinov),,2000,Nonesuch,,,klasyka,classics,CD
1492,Gidon Kremer,Kremer Gidon,various,Gidon Kremer,Kremerata Baltica,Gidon Kremer,Happy Birthday,,2002,Nonesuch,,,klasyka,classics,CD
1493,Witold Lutosławski,Lutosławski,Witold Lutosławski,,,Kronos Quartet,String Quartet,,1991,Elektra,,,klasyka,classics,CD
1494,Witold Lutosławski,Lutosławski,Witold Lutosławski,Witold Lutosławski,BBC Symphony Orchestra,Anne-Sophie Mutter,"Partita (A-S Mutter, Phillip Moll – piano), Chain 2 (A-S Mutter), Chain 3, Novelette",1988.92,1992,DG,,,klasyka,classics,CD
1495,Witold Lutosławski,Lutosławski,Witold Lutosławski,Witold Lutosławski,Orkiestra Filharmonii Narodowej,,"Ostatni koncert (I i IV Symfonia, Les espaces du sommeil, Łańcuch 3); Warszawska Jesień 1993",1993,,,,,klasyka,classics,CD
1496,Witold Lutosławski,Lutosławski,"Panufnik, Lutosławski, Szymański",Kazimierz Kord,OSFN,Ewa Pobłocka,Koncerty fortepianowe,,1998,CD Accord,,,klasyka,classics,CD
1497,Gustav Mahler,Mahler Gustav,Gustav Mahler,Leonard Bernstein,Concertgebouworkest Amsterdam,,Symphonie No.1,1986,1989,DG,,,klasyka,classics,CD
1498,Gustav Mahler,Mahler Gustav,Gustav Mahler,Otto Klemperer,Philharmonia Orchestra,Elisabeth Schwarzkopf,Symphonie No.4 G-dur,1962,1989,EMI,,,klasyka,classics,CD
1499,Gustav Mahler,Mahler Gustav,Gustav Mahler,Sir John Barbirolli,New Philharmonia Orchestra,,Symphonie No.5 cis-moll,1970,1998,EMI,,,klasyka,classics,CD
1500,Gustav Mahler,Mahler Gustav,Gustav Mahler,Bernard Haitink,Concertgebouw Orchestra,,Symphony No. 9,1970,2001,Philips,1,,klasyka,classics,CD
1501,Gustav Mahler,Mahler Gustav,Gustav Mahler,Bernard Haitink,Concertgebouw Orchestra,"Jessye Norman, John Shirley-Quirk","Symphony No. 9, Wunderhorn-Lieder",1970.77,2001,Philips,2,,klasyka,classics,CD
1502,Gustav Mahler,Mahler Gustav,Gustav Mahler,Riccardo Chailly,RSO Berlin,,Symphony No. 10,1998,2000,Decca,,,klasyka,classics,CD
1503,Gustav Mahler,Mahler Gustav,Gustav Mahler,Otto Klemperer,"Philharmonia Orchestra, New Philharmonia Orchestra","Christa Ludwig, Fritz Wunderlich",Das Lied von der Erde,1967,1998,EMI,,,klasyka,classics,CD
1504,Misha Maisky,Maisky Misha,various,,,Misha Maisky,The Artist’s Album,,1998,DG,,,klasyka,classics,CD
1505,Marek Tomaszewski i Wacek Kisielewski,Marek i Wacek,Marek Tomaszewski i Wacek Kisielewski,,,,duet fortepianowy,1968,2018,Polskie Nagrania,,,klasyka,classics,CD
1506,Felix Mendelssohn,Mendelssohn,Felix Mendelssohn,Kurt Masur,Gewandhausorchester Leipzig,,"Symphonien no.1 in C minor op.11, no.5 in D major op.107",1989,1997,Teldec,,,klasyka,classics,CD
1507,Felix Mendelssohn,Mendelssohn,Felix Mendelssohn,Nikolaus Harnoncourt,The Chamber Orchestra of Europe,,Ein Sommernachtsraum / Die erste Walpurgisnacht,,1993,Teldec,,,klasyka,classics,CD
1508,Yehudi Menuhin,Menuhin Yehudi,"Vivaldi, Bach, Mozart",Yehudi Menuhin,Bath Festival Orchestra,Yehudi Menuhin,koncerty,,,Selles,,,klasyka,classics,CD
1509,Yehudi Menuhin,Menuhin Yehudi,"Schumann, Dvorak",John Barbirolli,,"Yehudi Menuhin, George Enescu",,1938.36,2002,NAXOS,,,klasyka,classics,CD
1510,Yehudi Menuhin,Menuhin Yehudi,"Bach, Beethoven, Schoenberg",,,"Yehudi Menuhin, Glenn Gould",,,2002,SONY,,,klasyka,classics,CD
1511,Yehudi Menuhin,Menuhin Yehudi,various,,,Yehudi Menuhin,Sir Yehudi Menuhin: The Maestro,,1997,Disky Communications,1,rolf,klasyka,classics,CD
1512,Yehudi Menuhin,Menuhin Yehudi,various,,,Yehudi Menuhin,Sir Yehudi Menuhin: The Maestro,,1997,Disky Communications,2,rolf,klasyka,classics,CD
1513,Yehudi Menuhin,Menuhin Yehudi,various,,,Yehudi Menuhin,Sir Yehudi Menuhin: The Maestro,,1997,Disky Communications,3,rolf,klasyka,classics,CD
1514,Yehudi Menuhin,Menuhin Yehudi,"Bruch, Mendelssohn",Efrem Kurtz,Philharmonia Orchestra,Yehudi Menuhin,Violinkonzert No.1 g-moll op. 26 / Violinkonzert e-moll op.64,,1994,Delta Music,,rolf,klasyka,classics,CD
1515,Olivier Messiaen,Messiaen Olivier,Olivier Messiaen,,,Janusz Olejniczak / Marek Moś / Hakan Rosengren / Andrzej Bauer,Quator Pour La Fin Du Temps,,2001,CD Accord,,,klasyka,classics,CD
1516,Stanisław Moniuszko,Moniuszko Stanisław,Stanisław Moniuszko,Jan Krenz,Chór i Orkiestra PRiTV w Krakowie,,Straszny Dwór,1978,2002,Polskie Nagrania,1,rolf,klasyka,classics,CD
1517,Stanisław Moniuszko,Moniuszko Stanisław,Stanisław Moniuszko,Jan Krenz,Chór i Orkiestra PRiTV w Krakowie,,Straszny Dwór,1978,2002,Polskie Nagrania,2,rolf,klasyka,classics,CD
1518,Monteverdi,Monteverdi,Monteverdi,,,,Selva Morale – CD catalogue,,2000,Naive,,,klasyka,classics,CD
1519,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Berlin Philharmonic Orchestra,,Requiem d-moll KV 626,1962,,DG,,,klasyka,classics,CD
1520,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Jordi Savall,"La Capella Reial de Catalunya, Le Concert des Nations","Monserat Figueras, Caludia Schubert, Gerd Turk, Stephan Schreckenberger",Requiem d-moll KV 626,,2000,Naive,,,klasyka,classics,CD
1521,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Ton Koopman,"The Amsterdam Baroque Orchestra, Koor Van De Nederlandse Bachvereniging",,Requiem d-moll KV 626,,,Delta Lloyd,,rolf,klasyka,classics,CD
1522,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Christopher Hogwood,Chorus & Orchestra of the Academy of Ancient Music,,Requiem d-moll KV 626,1984,,Decca,,rolf,klasyka,classics,CD
1523,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,George Szell,Cleveland Orchestra,,"Symphonies No.35 “Haffner”, No.40 & No.41 “Jupiter”",1961/64/68,1990,SONY,,,klasyka,classics,CD
1524,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,,Orpheus Chamber Orchestra,,"Symphonies 40 G minor K.550, 33 B flat major K.319, 29 A major K.201(186a)",,1997,DG,,rolf,klasyka,classics,CD
1525,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Fritz Reiner,Chicago Symphony Orchestra,,"Symphonies 39 K.543, 40 K.550, Eine kleine Nachtmusik K.525",1954.55,1995,BMG - RCA,,rolf,klasyka,classics,CD
1526,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Berliner Philharmoniker,,"Symphonies 32 G-dur KV 318, 33 B-dur KV 319, 35 D-dur KV 385 “Haffner”, 36 C-dur KV 425 “Linzer”",1966.78,,DG,1,,klasyka,classics,CD
1527,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Berliner Philharmoniker,,"Symphonies 29 A-dur KV 201(186a), 38 D-dur KV 504 “Prager”, 39 Es-dur KV 543",1978,,DG,2,,klasyka,classics,CD
1528,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Berliner Philharmoniker,,"Symphonies 40 g-moll KV 550, 41 C-dur KV 551 „Jupiter”",1978,,DG,3,,klasyka,classics,CD
1529,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Marc Minkowski,Les Musiciens du Louvre,,"Symphonies 40 g-moll KV 550, 41 C-dur KV 551 „Jupiter”",,2006,DG,,,klasyka,classics,CD
1530,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Raymond Leppard,English Chamber Orchestra,"Cho-Liang Lin, Jaime Laredo","Sinfonia concertante in E-flat Major for Violin, Viola and Orchestra K.364, Concertone in C Major for Two Violins and Orchestra K.190",1991,1991,SONY,,rolf,klasyka,classics,CD
1531,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Pinchas Zukerman,Saint Paul Chamber Orchestra,,"Violin Concertos Nos.1 (B flat major, K.207), 2 (D major, K.211) & 3 (G major, K.216)",1982.83,1991,SONY,,,klasyka,classics,CD
1532,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Pinchas Zukerman,Saint Paul Chamber Orchestra,,"Violin Concertos Nos.4 (D major, K.218) & 5 (A major, K.219); Adagio (E major, K.261)& Rondo (C major, K.373) for Violin and Orchestra",1982.84,1991,SONY,,,klasyka,classics,CD
1533,Wolfgang Amadeusz Mozart,Mozart,W.A.Mozart / R.Strauss,Seji Ozawa,Mito Chamber Orchestra,Shienori Kudo/ Dag Jensen/ Fumiaki Miyamoto,"Flute Concerto No.1, Bassoon Concerto / Oboe Concerto",1999,2000,SONY,,rolf,klasyka,classics,CD
1534,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Philharmonia Orchestra / Dennis Brain Wind Ensemble,Dennis Brain / Colin Horsley,Horn Concertos Nos.1-4 / Quintet K.452,1954.55,1998,EMI,,rolf,klasyka,classics,CD
1535,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,John Eliot Gardiner,The English Baroque Soloists,Malcolm Bilson,"Concertos for Piano and Orchestra no.20 in D minor, K.466, no.21 in C major, K.467",1987,,Polydor,,rolf,klasyka,classics,CD
1536,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,,Wiener Volksopernorchester,"Paul Angerer, Alfred Brendel","Konzerten fur Klavier und Orchester Nr.22 (Es-Dur, KV 482) & 25 (C-Dur, KV 503)",,,alcatel,,,klasyka,classics,CD
1537,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Nikolaus Harnoncourt,Royal Concertgebouw Orchestra,Friedrich Gulda,Piano Concertos Nos. 23 & 26,1984,1997,Teldec,,,klasyka,classics,CD
1538,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,"Erich Leinsdorf, George Szell",,,"Eine Kleine Nachtmusik (serenade no.13 in G major, K.525), Posthorn Serenade (no.9 in D major, K.320), Six German Dances (K.509), Minuet in C  major K.409",1969.75,1992,SONY,,,klasyka,classics,CD
1539,Wolfgang Amadeusz Mozart,Mozart,Mozart / Pachelbel / L.Mozart,sir Neville Marriner,Academy of St.Martin-in-the-Fields,,Eine Kleine Nachtmusik / Canon / „’Toy’ Symphony“,,,Philips,,KOPIA,klasyka,classics,CD
1540,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Nikolaus Harnoncourt,Concentus Musicus Wien,,"Eine Kleine Nachtmusik, Divertimento K.251, Ein Musikalicher Spass K.522",,1994,Teldec,,rolf,klasyka,classics,CD
1541,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Chor der Wiener Staatsoper","Kunz, Seefried, London, Schwarzkopf, Jurinac",Le Nozze Di Figaro,1952,1990,EMI,1,,klasyka,classics,CD
1542,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Chor der Wiener Staatsoper","Kunz, Seefried, London, Schwarzkopf, Jurinac",Le Nozze Di Figaro,1952,1990,EMI,2,,klasyka,classics,CD
1543,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Chor der Wiener Staatsoper","Kunz, Seefried, London, Schwarzkopf, Jurinac",Le Nozze Di Figaro,1952,2005,EMI,1,digital remaster wydania 1990,klasyka,classics,CD
1544,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Chor der Wiener Staatsoper","Kunz, Seefried, London, Schwarzkopf, Jurinac",Le Nozze Di Figaro,1952,2005,EMI,2,digital remaster wydania 1990,klasyka,classics,CD
1545,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Philharmonia Orchestra & Chorus,"Schwarzkopf , Merriman, Otto, Panerai, Simoneau, Bruscantini",Cosi fan tutte,1955,1999,EMI,1,,klasyka,classics,CD
1546,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Philharmonia Orchestra & Chorus,"Schwarzkopf , Merriman, Otto, Panerai, Simoneau, Bruscantini",Cosi fan tutte,1955,1999,EMI,2,,klasyka,classics,CD
1547,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,Philharmonia Orchestra & Chorus,"Schwarzkopf , Merriman, Otto, Panerai, Simoneau, Bruscantini",Cosi fan tutte,1955,1999,EMI,3,,klasyka,classics,CD
1548,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Singverein der Geselschaft der Musikfreunde in Wien","Dermota, Seefried, Kunz, Lipp, Weber, London",Die Zauberflote,1952,1999,EMI,1,,klasyka,classics,CD
1549,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Herbert von Karajan,"Wiener Philharmoniker, Singverein der Geselschaft der Musikfreunde in Wien","Dermota, Seefried, Kunz, Lipp, Weber, London",Die Zauberflote,1952,1999,EMI,2,,klasyka,classics,CD
1550,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Karl Bohm,Chorus & Orchestra of the Wiener Staatsoper,"London, della Casa, Jurinac, Seefried, Dermota, Kunz",Don Giovanni,1955,1998,BMG - RCA,1,,klasyka,classics,CD
1551,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Karl Bohm,Chorus & Orchestra of the Wiener Staatsoper,"London, della Casa, Jurinac, Seefried, Dermota, Kunz",Don Giovanni,1955,1998,BMG - RCA,2,,klasyka,classics,CD
1552,Wolfgang Amadeusz Mozart,Mozart,Wolfgang Amadeusz Mozart,Karl Bohm,Chorus & Orchestra of the Wiener Staatsoper,"London, della Casa, Jurinac, Seefried, Dermota, Kunz",Don Giovanni,1955,1998,BMG - RCA,3,,klasyka,classics,CD
1553,Modest Mussorgsky,Mussorgsky,Modest Mussorgsky,Christoph von Dohnanyi,Cleveland Orchestra,,PIctures at an Exhibition / Night on the Bare Mountain,1989,1992,Teldec,,rolf,klasyka,classics,CD
1554,Anne-Sophie Mutter,Mutter Anne-Sophie,various,Herbert von Karajan,Berliner Philharmoniker,Anne-Sophie Mutter,Die Gorssen Violinkonzerte,"1978,80,81,82",,DG,1,rolf,klasyka,classics,CD
1555,Anne-Sophie Mutter,Mutter Anne-Sophie,various,Herbert von Karajan,Berliner Philharmoniker,Anne-Sophie Mutter,Die Gorssen Violinkonzerte,"1978,80,81,82",,DG,2,rolf,klasyka,classics,CD
1556,Anne-Sophie Mutter,Mutter Anne-Sophie,various,Herbert von Karajan,Berliner Philharmoniker,Anne-Sophie Mutter,Die Gorssen Violinkonzerte,"1978,80,81,82",,DG,3,rolf,klasyka,classics,CD
1557,Anne-Sophie Mutter,Mutter Anne-Sophie,various,Herbert von Karajan,Berliner Philharmoniker,Anne-Sophie Mutter,Die Gorssen Violinkonzerte,"1978,80,81,82",,DG,4,rolf,klasyka,classics,CD
1558,Paweł Mykietyn,Mykietyn Paweł,Paweł Mykietyn,,,,Speechles Song,"1994, 2007, 2008",,Narodowy Instytut Audiowizualny,,,klasyka,classics,CD
1559,Michael Nyman,Nyman,Michael Nyman,,,Balanescu Quartet,String Quartets 1-3,,1991,Decca (Argo),,,klasyka,classics,CD
1560,David Oistrach,Oistrach,"Bach, Haendel, Vivaldi, Benda, Wieniawski, Sarasate",,,David & Igor Oistrach,różne,1957.62,,Polydor,,,klasyka,classics,CD
1561,,Opera goes to war!,various,,,,Opera goes to war!,,1990,EMI,,,klasyka,classics,CD
1562,Carl Orff,Orff Carl,Carl Orff,Riccardo Muti,Philharmonia Chorus & Orchestra,"Auger, Summers, van Kesteren",Carmina Burana,,1997,EMI,,Monika,klasyka,classics,CD
1563,Ignacy Jan Paderewski,Paderewski,"Beethoven, Liszt, Schubert, Chopin, Paderewski",,,I.J. Paderewski,I.J. Paderewski „Artysta i Polityk”,,,Selles,,,klasyka,classics,CD
1564,Niccolo Paganini,Paganini,Niccolo Paganini,,,Itzhak Perlman,24 Caprices,1972,2000,EMI,,,klasyka,classics,CD
1565,Andrzej Panufnik,Panufnik,Andrzej Panufnik,London Musici,Mark Stephenson,"Krzysztof Smietana – violin, Karen Jones – flute, Robert Thompson – bassoon",Violin Concerto / Hommage a Chopin / Bassoon Concerto,,1990,Conifer,,KOPIA,klasyka,classics,CD
1566,Arvo Part,Part Arvo,Arvo Part,Tonu Kaljuste,"Estonian Philharmonic, Chanber Choir",,Kanon Pokajanen,,1998,ECM,1,,klasyka,classics,CD
1567,Arvo Part,Part Arvo,Arvo Part,Tonu Kaljuste,"Estonian Philharmonic, Chanber Choir",,Kanon Pokajanen,,1998,ECM,2,,klasyka,classics,CD
1568,Arvo Part,Part Arvo,Arvo Part,,,,Tabula Rasa,,1995,Audiphile Classics,,,klasyka,classics,CD
1569,Luciano Pavarotti,Pavarotti,various,,,Luciano Pavarotti,różne,,2002,Fine Tune,,,klasyka,classics,CD
1570,Luciano Pavarotti,Pavarotti,various,,,Carreras/Domingo/Pavarotti,Favorite Arias by the World's Favorite Tenors,,1991,SONY,,rolf,klasyka,classics,CD
1571,Luciano Pavarotti,Pavarotti,various,Emerson Buckley,"Symphonic Orchestra of Emili Romagna ""Arturo Toscanini""",Luciano Pavarotti,Pavarotti In Concert,1985,,CBS,,rolf,klasyka,classics,CD
1572,Krzysztof Penderecki,Penderecki,Krzysztof Penderecki,Krzysztof Penderecki,,Anne-Sophie Mutter,„Metamorphosen“ + Bartok,,,,,KOPIA,klasyka,classics,CD
